OBJECTID,NEW_KEY,LAKE_NAME,COUNTY,NOTE24,FMU,ORIGIN,LONG_DD,LAT_DD,X_Coord_MG,Y_Coord_MG,,,
224,22-346,Floodwood Lakes (west),Dickinson,,LMN,3,-88.02677000000,46.21999000000,343536.31236000000,631785.17242000000,,,
225,22-350,Silver Lake,Dickinson,,LMN,1,-88.01843000000,46.20360000000,344132.62531000000,629948.13539000000,,,
226,22-354,Doan Lakes,Dickinson,,LMN,1,-88.04177000000,46.21165000000,342355.83605000000,630889.12678000000,,,
227,22-355,Edgar Lake,Dickinson,,LMN,1,-88.05315000000,46.20471000000,341457.53053000000,630140.28256000000,,,
228,22-358,Round Lake,Dickinson,,LMN,1,-88.07482000000,46.21193000000,339807.39329000000,630986.04744000000,,,
229,22-366,Weber Lake,Dickinson,,LMN,1,-88.08843000000,46.20026000000,338723.58090000000,629717.63558000000,,,
230,22-368,Edey Lake,Dickinson,,LMN,1,-88.05538000000,46.19749000000,341265.35882000000,629342.43454000000,,,
231,22-370,Long Lake,Dickinson,,LMN,1,-88.06565000000,46.19110000000,340454.02032000000,628653.27978000000,,,
232,22-373,Railroad Lake,Dickinson,,LMN,1,-88.04927000000,46.19387000000,341726.40869000000,628929.09635000000,,,
233,22-375,Sawyer Lake,Dickinson,,LMN,1,-88.05982000000,46.18249000000,340879.28112000000,627684.98986000000,,,
234,22-381,Rock Lake,Dickinson,,LMN,1,-87.93315000000,45.91026000000,349917.81186000000,597197.92263000000,,,
235,22-49,Jones Pond,Dickinson,,LMN,1,-88.03149000000,45.79499000000,341965.84047000000,584581.81719000000,,,
236,2-25,Squaw Lake,Alger,,LMN,1,-86.67649000000,46.22388000000,447668.73371000000,630446.93138000000,,,
237,2-252,Hemlock Lake,Alger,,LMN,1,-86.74927000000,46.28610000000,442121.26926000000,637410.36019000000,,,
238,2-254,"Twenty Five, Lake",Alger,,LMN,1,-86.74315000000,46.26638000000,442571.58469000000,635214.69361000000,,,
239,2-255,Wheelbarrow Lake,Alger,,LMN,1,-86.75065000000,46.26221000000,441989.30418000000,634757.11925000000,,,
240,2-261,Little Round Lake,Alger,,LMN,1,-86.78399000000,46.26249000000,439420.88932000000,634812.71357000000,,,
241,2-262,Bunting Lake,Alger,,LMN,1,-86.79815000000,46.27110000000,438338.73015000000,635780.28235000000,,,
242,2-263,Grassy Pond,Alger,,LMN,1,-86.81310000000,46.26776000000,437183.25972000000,635420.80441000000,,,
243,22-65,Carney Lake,Dickinson,,LMN,1,-87.93371000000,45.89665000000,349838.05076000000,595686.93022000000,,,
244,2-267,Jenny Lake,Alger,,LMN,1,-86.76927000000,46.25610000000,440548.54909000000,634091.80565000000,,,
245,22-67,Benton Lake,Dickinson,,LMN,1,-87.90649000000,45.88026000000,351905.95774000000,593815.36721000000,,,
246,2-268,Little Aleck Lake,Alger,,LMN,1,-86.76912000000,46.25138000000,440554.67563000000,633567.46731000000,,,
247,22-69,Miller Lake,Dickinson,,LMN,1,-87.88204000000,45.87054000000,353777.09926000000,592690.24416000000,,,
248,2-27,Fish Lake,Alger,,LMN,1,-86.63954000000,46.22276000000,450516.82732000000,630300.01897000000,,,
249,2-270,Aleck Lake,Alger,,LMN,1,-86.77621000000,46.25471000000,440011.86745000000,633942.66218000000,,,
250,22-70,Gustafson Lake,Dickinson,,LMN,1,-87.89176000000,45.87110000000,353024.03415000000,592769.77145000000,,,
251,22-75,Pine Creek Lake,Dickinson,,LMN,1,-87.86982000000,45.81304000000,354575.68167000000,586280.24363000000,,,
252,22-76,Harding Lake,Dickinson,,LMN,1,-88.00926000000,45.88637000000,343948.71967000000,594690.28306000000,,,
253,2-28,Carp Lake,Alger,,LMN,1,-86.64315000000,46.22832000000,450243.24435000000,630919.45860000000,,,
254,2-280,Dorsey Lake,Alger,,LMN,1,-87.06655000000,46.33471000000,417754.24127000000,643090.23724000000,,,
255,22-80,Spring Lake,Dickinson,,LMN,1,-88.04704000000,45.87804000000,340994.21179000000,593839.24744000000,,,
256,22-84,Sonnies Pond,Dickinson,,LMN,1,-88.06603000000,45.87597000000,339515.26352000000,593646.85580000000,,,
257,22-86,Deer Lake,Dickinson,,LMN,1,-88.03399000000,45.87610000000,342001.63870000000,593597.22081000000,,,
258,2-29,Baldy Lake,Alger,,LMN,1,-86.65260000000,46.21721000000,449504.92495000000,629690.84882000000,,,
259,22-92,Moon Lake,Dickinson,,LMN,1,-88.05704000000,45.85137000000,340141.77784000000,590896.87036000000,,,
260,22-93,Star Lake,Dickinson,,LMN,1,-88.06371000000,45.85360000000,339630.62891000000,591157.09653000000,,,
261,22-95,"Antoine, Lake",Dickinson,,LMN,1,-88.03288000000,45.83749000000,341978.35967000000,589305.80185000000,,,
262,2-30,Town Lake,Alger,,LMN,1,-86.61704000000,46.22749000000,452256.04726000000,630811.02612000000,,,
263,2-300,Humphrey Pond,Alger,,LMN,1,-86.44113000000,46.40419000000,465929.30020000000,650355.23111000000,,,
264,2-31,Spot Lake,Alger,,LMN,1,-86.61704000000,46.21971000000,452249.37410000000,629946.82857000000,,,
265,2-32,Irwin Lake,Alger,,LMN,1,-86.62621000000,46.21971000000,451542.38817000000,629952.32858000000,,,
266,2-336,Wetmore Lake,Alger,,LMN,1,-86.59232000000,46.36804000000,454278.14132000000,646413.72696000000,,,
267,2-408,Upper Shoe Lake,Alger,,LMN,1,-86.37927000000,46.50749000000,470738.55867000000,661808.63264000000,,,
268,2-409,Lower Shoe Lake,Alger,,LMN,1,-86.38232000000,46.50110000000,470500.80269000000,661099.81999000000,,,
269,2-42,Temple Lake,Alger,,LMN,1,-86.64677000000,46.20304000000,449942.05921000000,628113.24260000000,,,
270,2-46,Cluster Lakes,Alger,,LMN,1,-86.66732000000,46.20776000000,448360.70614000000,628650.93409000000,,,
271,2-525,Mitchell Lake,Alger,,LMN,1,-85.91621000000,46.53915000000,506261.49280000000,665264.03045000000,,,
272,2-53,Cranberry Lake,Alger,,LMN,1,-86.71815000000,46.18888000000,444420.53397000000,626586.26446000000,,,
273,2-556,Johns Lake (northeast),Alger,,LMN,1,-85.90062000000,46.52979000000,507458.10798000000,664224.85933000000,,,
274,2-559,Ames Lake,Alger,,LMN,1,-85.94760000000,46.52499000000,503855.75941000000,663687.50183000000,,,
275,2-572,Teal Lake,Alger,,LMN,1,-86.09427000000,46.56582000000,492611.54983000000,668226.94037000000,,,
276,2-573,Mallard Lake,Alger,,LMN,1,-86.10982000000,46.56388000000,491419.11439000000,668012.35568000000,,,
277,2-581,Gypsy Lake,Alger,,LMN,1,-86.02927000000,46.54860000000,497592.70515000000,666309.75214000000,,,
278,2-583,Deadman Lake,Alger,,LMN,1,-86.05066000000,46.54527000000,495952.69315000000,665940.07565000000,,,
279,2-585,"Nita, Lake",Alger,,LMN,1,-86.06482000000,46.54999000000,494866.96549000000,666465.48882000000,,,
280,2-587,Cloverleaf Lake (centr,Alger,part of group of 3 lakes,LMN,1,-86.09204000000,46.55832000000,492781.02596000000,667393.34841000000,,,
281,2-589,Grass Lake,Alger,,LMN,1,-86.11232000000,46.53638000000,491223.42656000000,664956.79955000000,,,
282,2-592,Sand Lake,Alger,,LMN,1,-86.08982000000,46.53777000000,492948.94704000000,665109.08553000000,,,
283,2-596,Little Gypsy Lake,Alger,,LMN,1,-86.02732000000,46.54110000000,497741.60271000000,665476.30345000000,,,
284,2-597,Palmer Lake,Alger,,LMN,1,-86.00371000000,46.53499000000,499552.03763000000,664797.03841000000,,,
285,2-599,Pickerel Lake,Alger,,LMN,1,-86.00982000000,46.51832000000,499083.33557000000,662944.98977000000,,,
286,2-6,Red Jack Lake,Alger,,LMN,1,-86.64427000000,46.24415000000,450171.76329000000,632679.43149000000,,,
287,2-60,Man Lake,Alger,,LMN,1,-86.64204000000,46.19193000000,450296.49825000000,626875.68030000000,,,
288,2-600,Second Lake,Alger,,LMN,1,-86.02427000000,46.52471000000,497975.44117000000,663655.08804000000,,,
289,2-602,Claypit Lake,Alger,,LMN,1,-86.03204000000,46.52915000000,497379.10894000000,664149.18255000000,,,
290,2-603,Porky Lake (North(,Alger,renmd P L (North) 4/9/03,LMN,1,-86.03760000000,46.52443000000,496952.79513000000,663624.51296000000,,,
291,2-605,Casey Lake,Alger,,LMN,1,-86.04843000000,46.52054000000,496121.67731000000,663192.86120000000,,,
292,2-609,Gopher Lake,Alger,,LMN,1,-86.05871000000,46.51971000000,495333.24058000000,663100.65675000000,,,
293,2-61,McComb Lake,Alger,,LMN,1,-86.65427000000,46.18776000000,449349.56029000000,626420.46094000000,,,
294,2-612,Deerfoot Lake,Alger,,LMN,1,-86.07538000000,46.51832000000,494054.64348000000,662947.29057000000,,,
295,2-613,Hemlock Lake,Alger,,LMN,1,-86.09066000000,46.52304000000,492883.25626000000,663473.24381000000,,,
296,2-614,Triangle Lake,Alger,,LMN,1,-86.09482000000,46.52999000000,492564.57962000000,664245.20880000000,,,
297,2-62,Tie Lake,Alger,,LMN,1,-86.64843000000,46.19638000000,449807.52107000000,627373.53294000000,,,
298,2-621,Owl Lake,Alger,,LMN,1,-86.07204000000,46.50665000000,494309.31234000000,661650.74962000000,,,
299,2-622,Lambert Lake,Alger,,LMN,1,-86.08510000000,46.50888000000,493307.84356000000,661898.57198000000,,,
300,2-623,Moose Lake,Alger,,LMN,1,-86.05927000000,46.50943000000,495289.82845000000,661958.59402000000,,,
301,2-624,Spruce Lake,Alger,,LMN,1,-86.06677000000,46.51777000000,494715.13026000000,662885.07926000000,,,
302,2-626,County Line Lake,Alger,,LMN,1,-86.00010000000,46.50527000000,499829.21017000000,661494.32498000000,,,
303,2-643,Pelican Lake,Alger,,LMN,1,-86.14149000000,46.55665000000,488990.66971000000,667213.48951000000,,,
304,2-645,Pickerel Lake,Alger,,LMN,1,-86.14454000000,46.55332000000,488755.84726000000,666843.41835000000,,,
305,2-652,Birch Lakes,Alger,,LMN,1,-86.15732000000,46.55360000000,487776.36470000000,666876.09459000000,,,
306,2-654,Ewatt Lake,Alger,,LMN,1,-86.17954000000,46.54999000000,486071.99645000000,666478.32248000000,,,
307,2-665,Fishhook Lake,Alger,,LMN,1,-86.17538000000,46.54665000000,486390.58462000000,666107.27173000000,,,
308,2-67,Hammond Lake,Alger,,LMN,1,-86.63121000000,46.19082000000,451131.41610000000,626745.57969000000,,,
309,2-672,Mallard Lake,Alger,,LMN,1,-86.15871000000,46.54415000000,487667.87087000000,665826.88293000000,,,
310,2-673,Clyde Lake,Alger,,LMN,1,-86.16649000000,46.54110000000,487070.83626000000,665488.47679000000,,,
311,2-676,Loon Lake,Alger,,LMN,1,-86.12343000000,46.54054000000,490372.09129000000,665421.03438000000,,,
312,2-68,Grants Lake,Alger,,LMN,1,-86.62427000000,46.19499000000,451670.85538000000,627204.35428000000,,,
313,2-681,Weasel Lake,Alger,,LMN,1,-86.16732000000,46.51999000000,487002.19953000000,663142.76786000000,,,
314,2-683,Wise Lake,Alger,,LMN,1,-86.17343000000,46.52665000000,486535.01764000000,663884.56919000000,,,
315,2-685,Nugent Lake,Alger,,LMN,1,-86.19038000000,46.52610000000,485235.26642000000,663825.66752000000,,,
316,2-688,Mervin Lake,Alger,,LMN,1,-86.18510000000,46.53110000000,485641.32365000000,664380.33547000000,,,
317,2-69,Camp K Lake,Alger,,LMN,1,-86.62454000000,46.18360000000,451639.59258000000,625939.12117000000,,,
318,2-693,Nevins Lake,Alger,,LMN,1,-86.24482000000,46.51610000000,481056.27390000000,662725.62452000000,,,
319,2-694,Wolf Lake,Alger,,LMN,1,-86.23704000000,46.52832000000,481656.88147000000,664081.94414000000,,,
320,2-696,Kinsey Lake,Alger,,LMN,1,-86.22288000000,46.51360000000,482738.84002000000,662442.99127000000,,,
321,2-7,Snipe Lake,Alger,,LMN,1,-86.64427000000,46.23999000000,450168.02917000000,632216.44439000000,,,
322,27-1,Scaup Lake,Gogebic,,LMN,1,-89.06121000000,46.15748000000,263508.21224000000,627405.61460000000,,,
323,27-10,Norwood Lake,Gogebic,,LMN,1,-89.01593000000,46.11248000000,266812.58940000000,622273.17839000000,,,
324,27-12,Eagle Lake,Gogebic,,LMN,1,-89.13902000000,46.15593000000,257495.61795000000,627468.19783000000,,,
325,27-13,Birch Lake,Gogebic,,LMN,2,-89.15538000000,46.15582000000,256232.58507000000,627506.01290000000,,,
326,27-14,Crystal Lake,Gogebic,,LMN,1,-89.17926000000,46.15693000000,254393.64574000000,627703.23913000000,,,
327,27-142,Grass Lake,Gogebic,,LMN,1,-89.12510000000,46.17498000000,258653.73978000000,629542.11764000000,,,
328,27-146,Sharptail Lake,Gogebic,,LMN,1,-89.14181000000,46.17895000000,257381.47007000000,630033.11464000000,,,
329,27-153,Moon Lake,Gogebic,,LMN,1,-89.20843000000,46.17360000000,252217.59227000000,629645.30638000000,,,
330,27-155,Drone Lake,Gogebic,,LMN,1,-89.22921000000,46.16985000000,250597.43696000000,629294.53166000000,,,
331,27-156,Bee Lake,Gogebic,,LMN,1,-89.23854000000,46.17073000000,249880.95662000000,629421.24862000000,,,
332,27-159,Little Moon Lake,Gogebic,,LMN,1,-89.20982000000,46.16665000000,252079.11237000000,628878.40064000000,,,
333,27-161,Gudegast Lake,Gogebic,,LMN,1,-89.15843000000,46.16943000000,256057.14466000000,629027.18286000000,,,
334,27-163,Hogala Lake,Gogebic,,LMN,1,-89.15843000000,46.16526000000,256038.66780000000,628564.46965000000,,,
335,27-164,Dwarf Lake,Gogebic,,LMN,1,-89.14176000000,46.16387000000,257318.70527000000,628358.97381000000,,,
336,27-207,Deer Island Lake,Gogebic,,LMN,1,-89.27349000000,46.19402000000,247291.91661000000,632119.55420000000,,,
337,27-216,Banks Lake,Gogebic,,LMN,1,-89.28732000000,46.20934000000,246295.37981000000,633864.96094000000,,,
338,27-218,Loon Lake,Gogebic,,LMN,1,-89.29593000000,46.19998000000,245588.32891000000,632853.91907000000,,,
339,27-238,Fisher Lake,Gogebic,,LMN,1,-89.30426000000,46.19165000000,244906.90522000000,631955.24708000000,,,
340,27-241,Florence Lake,Gogebic,,LMN,1,-89.29315000000,46.18748000000,245744.65250000000,631456.66822000000,,,
341,27-255,Cub Lake,Gogebic,,LMN,1,-89.26954000000,46.18332000000,247546.93024000000,630918.24680000000,,,
342,27-257,Big Bateau Lake,Gogebic,,LMN,1,-89.28343000000,46.17998000000,246460.08078000000,630592.47172000000,,,
343,27-263,Honey Lake,Gogebic,,LMN,1,-89.24260000000,46.17360000000,249581.26414000000,629752.84394000000,,,
344,2-73,Pan Lake,Alger,,LMN,1,-86.62760000000,46.18638000000,451406.17473000000,626249.62454000000,,,
345,27-3,Lac Vieux Desert,Gogebic,,LMN,5,-89.08121000000,46.13679000000,261875.29647000000,625167.10817000000,,,
346,2-735,Buck Lake,Alger,,LMN,1,-86.35454000000,46.52165000000,472642.26159000000,663374.18195000000,,,
347,2-736,Legion Lake,Alger,,LMN,1,-86.36316000000,46.52804000000,471984.91010000000,664087.04989000000,,,
348,27-4,Tea Lake,Gogebic,,LMN,1,-89.00843000000,46.13471000000,267485.75288000000,624719.38522000000,,,
349,2-742,Burrell Lakes (#2),Alger,part of group of lakes,LMN,1,-86.34129000000,46.51338000000,473654.97726000000,662450.29233000000,,,
350,27-42,Muskeg Lake,Gogebic,,LMN,1,-89.03760000000,46.19304000000,265482.26407000000,631284.63937000000,,,
351,27-43,Stone Lake,Gogebic,,LMN,1,-89.05149000000,46.19304000000,264410.93378000000,631325.87499000000,,,
352,75-1049,Long Lake,Schoolcraft,"ch frm 2-745, 9/12/03",LMN,1,-86.31954000000,46.50554000000,475319.72938000000,661572.75750000000,,,
353,2-748,Crooked Lake,Alger,,LMN,1,-86.27010000000,46.50665000000,479113.70406000000,661682.38044000000,,,
354,2-749,Ionia Lake,Alger,,LMN,1,-86.25510000000,46.50638000000,480264.45383000000,661647.76331000000,,,
355,27-49,Paint River Springs,Gogebic,,LMN,1,-89.05127000000,46.17390000000,264345.83556000000,629199.27673000000,,,
356,27-5,Sago Lake,Gogebic,,LMN,1,-89.00149000000,46.13193000000,268010.25764000000,624390.47209000000,,,
357,2-754,Section Thirtysix Lake,Alger,,LMN,1,-86.37260000000,46.51304000000,471252.91541000000,662423.60695000000,,,
358,27-6,Ishkote Lake,Gogebic,,LMN,1,-88.99176000000,46.12332000000,268724.87038000000,623405.60848000000,,,
359,2-77,Mink Lake,Alger,,LMN,1,-86.64593000000,46.18360000000,449988.93064000000,625952.24475000000,,,
360,27-7,Finger Lake,Gogebic,,LMN,1,-89.00565000000,46.11943000000,267635.76227000000,623014.27736000000,,,
361,2-2,Moccasin Lake,Alger,,LMN,1,-86.61927000000,46.23638000000,452092.28126000000,631799.99187000000,,,
362,2-8,Bar Lake,Alger,,LMN,1,-86.65121000000,46.23638000000,449629.41505000000,631819.57499000000,,,
363,2-83,Slowfoot Lake,Alger,,LMN,1,-86.71010000000,46.17971000000,445033.12046000000,625562.19260000000,,,
364,2-84,Dam Lake,Alger,,LMN,7,-86.72177000000,46.18193000000,444134.91323000000,625817.14489000000,,,
365,2-85,West Branch Lake,Alger,,LMN,1,-86.73454000000,46.16554000000,443132.09253000000,624005.33647000000,,,
366,2-87,Blue Lake,Alger,,LMN,1,-86.63204000000,46.16665000000,451045.90023000000,624061.07726000000,,,
367,2-9,Council Lake,Alger,,LMN,1,-86.64927000000,46.24276000000,449785.06627000000,632528.22335000000,,,
368,75-544,Corner Lake,Schoolcraft,"also Delta, Alger",LMN,1,-86.60675000000,46.16008000000,452993.17544000000,623315.64884000000,,,
369,2-72,Skeels Pond,Alger,,LMN,1,-86.63538000000,46.17804000000,450798.58745000000,625328.51382000000,,,
370,21-468,Skeels Lake,Delta,was 2-91,LMN,1,-86.62371000000,46.15832000000,451681.95722000000,623130.05924000000,,,
371,2-95,Cook Lake,Alger,,LMN,1,-86.78232000000,46.24721000000,439532.70356000000,633113.96275000000,,,
372,36-1022,Bonny Lake,Iron,,LMN,1,-88.67232000000,46.32221000000,294143.53357000000,644615.76616000000,,,
373,36-1024,Snow Lake,Iron,,LMN,1,-88.70010000000,46.32498000000,292016.35000000000,644996.96212000000,,,
374,36-103,Finn Lake,Iron,,LMN,1,-88.34593000000,46.03443000000,318316.40610000000,611851.50395000000,,,
375,36-104,Little Tobin Lake,Iron,,LMN,1,-88.30454000000,46.02471000000,321487.25747000000,610677.77400000000,,,
376,36-1058,Ponozzo Lake,Iron,,LMN,1,-88.69427000000,46.25610000000,292204.56900000000,637329.59864000000,,,
377,36-108,Mallard Lake,Iron,,LMN,1,-88.29399000000,46.00971000000,322255.90411000000,608987.85713000000,,,
378,36-1091,Little Tamarack Lake,Iron,,LMN,1,-88.77593000000,46.30026000000,286084.37772000000,642453.03829000000,,,
379,36-110,Seven Springs Lake,Iron,,LMN,1,-88.30871000000,46.00637000000,321105.61408000000,608650.62486000000,,,
380,36-112,Beaver Lake,Iron,,LMN,1,-88.31649000000,46.00332000000,320493.63734000000,608328.67836000000,,,
381,36-1122,Ketchum Lake,Iron,,LMN,1,-88.82871000000,46.26915000000,281897.54330000000,639141.39314000000,,,
382,36-1124,Ermine Lake,Iron,,LMN,1,-88.84708000000,46.24890000000,280401.35775000000,636942.90819000000,,,
383,36-1145,Arrow Lake,Iron,,LMN,1,-88.91177000000,46.31832000000,275700.92592000000,644834.66496000000,,,
384,36-1152,Hammer Lake,Iron,,LMN,1,-88.92204000000,46.32082000000,274920.28149000000,645141.54371000000,,,
385,36-1154,Toots Lake,Iron,,LMN,1,-88.93010000000,46.32082000000,274300.32511000000,645164.50189000000,,,
386,36-1155,Violet Lake,Iron,,LMN,1,-88.93149000000,46.32554000000,274212.89719000000,645693.06463000000,,,
387,36-1159,Chief Edwards Lake,Iron,,LMN,1,-88.93621000000,46.32637000000,273852.98230000000,645799.08083000000,,,
388,36-1160,Club Lake,Iron,,LMN,1,-88.93343000000,46.32082000000,274043.83152000000,645174.01900000000,,,
389,36-1164,Quiver Lake,Iron,,LMN,1,-88.94677000000,46.32026000000,273015.40578000000,645150.55692000000,,,
390,36-1166,Rock Lake,Iron,,LMN,1,-88.94288000000,46.32665000000,273341.12163000000,645849.04625000000,,,
391,36-1171,Forest Lake,Iron,,LMN,1,-88.95121000000,46.32554000000,272695.31032000000,645749.56280000000,,,
392,36-1172,Bennett Lake,Iron,,LMN,1,-88.95871000000,46.32526000000,272117.03844000000,645740.27039000000,,,
393,36-1189,Mallard Lake,Iron,,LMN,7,-88.93288000000,46.29943000000,273998.36752000000,642796.69241000000,,,
394,36-121.1,Merrick Lake,Iron,,LMN,1,-88.34500000000,45.99268000000,318251.33215000000,607212.09958000000,,,
395,36-123,Archie Pond,Iron,,LMN,1,-88.33843000000,45.99804000000,318777.65490000000,607792.25874000000,,,
396,36-131,Second Fortune Lake,Iron,,LMN,2,-88.42676000000,46.07804000000,312210.61461000000,616884.01687000000,,,
397,36-132,Third Fortune Lake,Iron,,LMN,2,-88.44621000000,46.06582000000,310665.62918000000,615572.41302000000,,,
398,36-1342,Crane Lake,Iron,,LMN,1,-88.19032000000,46.33360000000,331273.31456000000,644741.95037000000,,,
399,36-1346,Long Lake,Iron,,LMN,1,-88.32704000000,46.40387000000,320982.87265000000,652848.22098000000,,,
400,36-1353,Shank Lake,Iron,,LMN,1,-88.36177000000,46.40443000000,318316.37530000000,652988.96510000000,,,
401,36-136,Pin Lake,Iron,,LMN,1,-88.47676000000,46.06137000000,308287.55746000000,615152.05599000000,,,
402,36-1360,Bone Lake,Iron,,LMN,2,-88.30704000000,46.37471000000,322425.32682000000,649563.16441000000,,,
403,36-1368,Forty Nine Pond,Iron,,LMN,1,-88.31871000000,46.36082000000,321483.06275000000,648046.52109000000,,,
404,36-137,Chicagon Lake,Iron,,LMN,2,-88.50593000000,46.05693000000,306016.60573000000,614729.11265000000,,,
405,36-1370,Sullivan Lake,Iron,,LMN,1,-88.35204000000,46.33749000000,318842.46914000000,645530.24082000000,,,
406,36-1373,Diana Pond,Iron,,LMN,1,-88.32760000000,46.34054000000,320733.18316000000,645814.11722000000,,,
